facility_id,facility_coid,facility_name,timezone,tz_utc_offset,tz_description,emr_mnem,emr_name,facility_status,facility_address1,facility_city,facility_state,facility_zip,company_name,division_mnem,division_name,network_meditech_network,cityConcat,addConcat,,
18000151,34011,Colleton Medical Center,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,501 Robertson Blvd,Walterboro,SC,29488,HCA,H-SAD,South Atlantic,SCA, Walterboro,501 Robertson Blvd Walterboro,32.9232937,-80.669593
18000078,9799,Brooks Rehab Center,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,3599 University Blvd. South,Jacksonville,FL,32216,HCA,H-SAD,South Atlantic,FLH, Jacksonville,3599 University Blvd. South Jacksonville,30.2906234,-81.6007622
18000396,8756,CSC - Atlanta Warehouse,est,-5:00:00,Eastern Time Zone,Unknown,Need to Identify,1,"1500 Southpoint Drive, Suite 100",Forest Park,GA,30297,HCA,CSC,Supply Chain,*None, Forest Park,"1500 Southpoint Drive, Suite 100 Forest Park",33.6333966,-84.3832808
18000397,26346,CSC - Denver Warehouse,mst,-7:00:00,Mountain Time Zone,Unknown,Need to Identify,1,4520 Florence Street,Denver,CO,80247,HCA,CSC,Supply Chain,*None, Denver,4520 Florence Street Denver,39.7796968,-104.8712081
18000399,8751,CSC - Tampa Warehouse,est,-5:00:00,Eastern Time Zone,Unknown,Need to Identify,1,10094 Premier Parkway,Miramar,FL,33025,HCA,CSC,Supply Chain,*None, Miramar,10094 Premier Parkway Miramar,25.9726986,-80.2780266
18000400,8754,CSC - Salt Lake Warehouse,mst,-7:00:00,Mountain Time Zone,Unknown,Need to Identify,1,1120 W. Sportsplexn Drive,Kaysville,UT,84037,HCA,CSC,Supply Chain,*None, Kaysville,1120 W. Sportsplexn Drive Kaysville,41.0427525,-111.9613481
18000401,8750,CSC - Houston Warehouse,cst,-6:00:00,Central Time Zone,Unknown,Need to Identify,1,"12610 W. Airport Blvd, Ste 180",Sugar Land,TX,77478,HCA,CSC,Supply Chain,*None, Sugar Land,"12610 W. Airport Blvd, Ste 180 Sugar Land",29.6481877,-95.6032539
18000402,9752,CSC - Kansas City Warehouse,cst,-6:00:00,Central Time Zone,Unknown,Need to Identify,1,10405 W 79th Street,Shawnee,KS,66214,HCA,CSC,Supply Chain,*None, Shawnee,10405 W 79th Street Shawnee,38.9871422,-94.7062637
18000403,7847,CSC - Nashville Warehouse,cst,-6:00:00,Central Time Zone,Unknown,Need to Identify,1,245B Great Circle Road,Nashville,TN,37228,HCA,CSC,Supply Chain,*None, Nashville,245B Great Circle Road Nashville,36.195759,-86.791236
18000404,8753,CSC - New Orleans Warehouse,cst,-6:00:00,Central Time Zone,Unknown,Need to Identify,1,129 New Camellia Blvd,Covington,LA,70433,HCA,CSC,Supply Chain,*None, Covington,129 New Camellia Blvd Covington,30.4551605,-90.1732001
18000405,8749,CSC - Jacksonville Warehouse,est,-5:00:00,Eastern Time Zone,Unknown,Need to Identify,1,85011 Westside Industrial Drive,Jacksonville,FL,32219,HCA,CSC,Supply Chain,*None, Jacksonville,85011 Westside Industrial Drive Jacksonville,30.37477,-81.7942039
18000406,7846,CSC - Dallas Warehouse,cst,-6:00:00,Central Time Zone,Unknown,Need to Identify,1,1151 Enterprise Drive,Coppell,TX,75019,HCA,CSC,Supply Chain,*None, Coppell,1151 Enterprise Drive Coppell,32.9409437,-97.0039845
18000407,7848,CSC - Richmond Warehouse,est,-5:00:00,Eastern Time Zone,Unknown,Need to Identify,1,200 Wadsworth Drive,Richmond,VA,23236,HCA,CSC,Supply Chain,*None, Richmond,200 Wadsworth Drive Richmond,37.4930814,-77.5592212
18000408,25748,CSC - San Antonio Warehouse,cst,-6:00:00,Central Time Zone,Unknown,Need to Identify,1,"5919 W Campus Drive, Suite 120",San Antonio,TX,78247,HCA,CSC,Supply Chain,*None, San Antonio,"5919 W Campus Drive, Suite 120 San Antonio",29.6005728,-98.3682466
18000409,8752,CSC - Miami Warehouse,est,-5:00:00,Eastern Time Zone,Unknown,Need to Identify,1,"12901 Starkey Road, Suite 1000",Largo,FL,33773,HCA,CSC,Supply Chain,*None, Largo,"12901 Starkey Road, Suite 1000 Largo",27.8898169,-82.7594915
18000428,31768,Frankfort Regional Medical Center,est,-5:00:00,Eastern Time Zone,MT6x,Meditech 6.x/Expanse,1,299 Kings Daughters Dr,Frankfort,KY,40601,HCA,H-TRI,Tristar,HCACRD, Frankfort,299 Kings Daughters Dr Frankfort,38.160093,-84.9064527
18000275,31030,Tristar Division Hub Sites,cst,-6:00:00,Central Time Zone,Unknown,Need to Identify,1,"110 Winners Circle, First Floor",Nashville,TN,37203,HCA,H-TRI,Tristar,*None, Nashville,"110 Winners Circle, First Floor Nashville",36.0367195,-86.8074944
18000117,36244,TriStar Ashland City Medical Center,cst,-6:00:00,Central Time Zone,MT56,Meditech 5.6,1,313 N Main St,Ashland City,TN,37015,HCA,H-TRI,Tristar,TNA, Ashland City,313 N Main St Ashland City,36.2771154,-87.0656263
18000109,34222,Centennial Medical Center,cst,-6:00:00,Central Time Zone,MT56,Meditech 5.6,1,2300 Patterson St,Nashville,TN,37203,HCA,H-TRI,Tristar,TNA, Nashville,2300 Patterson St Nashville,36.1536713,-86.8102822
18000462,31767,Greenview Hospital,cst,-6:00:00,Central Time Zone,MT56,Meditech 5.6,1,1801 Ashley Cir,Bowling Green,KY,42104,HCA,H-TRI,Tristar,TNA, Bowling Green,1801 Ashley Cir Bowling Green,36.9640133,-86.4365231
18000498,34296,Hendersonville Hospital,cst,-6:00:00,Central Time Zone,MT56,Meditech 5.6,1,355 New Shackle Island Rd,Hendersonville,TN,37075,HCA,H-TRI,Tristar,TNA, Hendersonville,355 New Shackle Island Rd Hendersonville,36.3253914,-86.6224191
18000512,36243,Horizon Medical Center,cst,-6:00:00,Central Time Zone,MT56,Meditech 5.6,1,111 Hwy 70 East,Dickson,TN,37055,HCA,H-TRI,Tristar,TNA, Dickson,111 Hwy 70 East Dickson,36.0828725,-87.3373582
18001342,26990,Pinewood Springs,cst,-6:00:00,Central Time Zone,MT56,Meditech 5.6,1,1001 North James Campbell Boulevard,Columbia,TN,38401,HCA,H-TRI,Tristar,TNA, Columbia,1001 North James Campbell Boulevard Columbia,35.6216314,-87.0667483
18001108,9391,Stonecrest Medical Center,cst,-6:00:00,Central Time Zone,MT56,Meditech 5.6,1,200 Stonecrest Blvd.,Smyrna,TN,37167,HCA,H-TRI,Tristar,TNA, Smyrna,200 Stonecrest Blvd. Smyrna,35.9752582,-86.5648355
18001115,34223,Summit Medical Center,cst,-6:00:00,Central Time Zone,MT56,Meditech 5.6,1,5655 Frist Blvd,Hermitage,TN,37076,HCA,H-TRI,Tristar,TNA, Hermitage,5655 Frist Blvd Hermitage,36.1764794,-86.6084257
18001139,25070,Skyline Medical Center Madison Campus,cst,-6:00:00,Central Time Zone,MT56,Meditech 5.6,1,500 Hospital Drive,Madison,TN,37116,HCA,H-TRI,Tristar,TNA, Madison,500 Hospital Drive Madison,36.2546879,-86.6823544
18001044,34242,Southern Hills Medical Center,cst,-6:00:00,Central Time Zone,MT56,Meditech 5.6,1,391 Wallace Rd,Nashville,TN,37211,HCA,H-TRI,Tristar,TNA, Nashville,391 Wallace Rd Nashville,36.0764251,-86.7216747
18001028,34293,Skyline Medical Center (Nashville Memorial),cst,-6:00:00,Central Time Zone,MT56,Meditech 5.6,1,3441 Dickerson Pike,Nashville,TN,37027,HCA,H-TRI,Tristar,TNA, Nashville,3441 Dickerson Pike Nashville,36.2456099,-86.7497302
18000950,18930,Redmond Regional Medical Center,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,501 Redmond Rd,Rome,GA,30165,HCA,H-TRI,Tristar,GAA, Rome,501 Redmond Rd Rome,34.2769931,-85.1949096
18000880,34206,Parkridge East Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,941 Spring Creek Rd,Chattanooga,TN,37412,HCA,H-TRI,Tristar,TNB, Chattanooga,941 Spring Creek Rd Chattanooga,34.9985172,-85.2189477
18000881,34224,Parkridge Medical Center,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,2333 McCallie Avenue,Chattanooga,TN,37404,HCA,H-TRI,Tristar,TNB, Chattanooga,2333 McCallie Avenue Chattanooga,35.0340793,-85.2671107
18000884,26620,Parkridge West Hospital,cst,-6:00:00,Central Time Zone,MT56,Meditech 5.6,1,1000 Highway 28,Jasper,TN,37347,HCA,H-TRI,Tristar,TNB, Jasper,1000 Highway 28 Jasper,52.8736786,-118.0813581
18000860,26536,HCA Florida Pasadena Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,1501 Pasadena Ave,Petersburg,FL,33707,HCA,H-WFL,West Florida,FLQ, Petersburg,1501 Pasadena Ave Petersburg,27.7671271,-82.6384451
18000953,30951,HCA Florida Bayonet Point Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,14000 Fivay Rd,Hudson,FL,34667,HCA,H-WFL,West Florida,FLG, Hudson,14000 Fivay Rd Hudson,28.3612943,-82.6876201
18001033,37941,HCA Florida South Shore Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,4016 State Rd 674,Sun City Center,FL,33573,HCA,H-WFL,West Florida,FLG, Sun City Center,4016 State Rd 674 Sun City Center,27.7125278,-82.3350792
18001157,27500,HCA Florida West Tampa Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,6001 Webb Road,Tampa,FL,33615,HCA,H-WFL,West Florida,FLQ, Tampa,6001 Webb Road Tampa,28.0020234,-82.5740746
18001120,25558,HCA Florida Largo West Hospital,est,-5:00:00,Eastern Time Zone,Unknown,Need to Identify,1,2025 Indian Rocks Road,Largo,FL,33774,HCA,H-WFL,West Florida,FLG, Largo,2025 Indian Rocks Road Largo,27.8982643,-82.8243785
18001104,30901,HCA Florida St. Petersburg Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,6500 38th Ave North,St. Petersburg,FL,33710,HCA,H-WFL,West Florida,FLG, St. Petersburg,6500 38th Ave North St. Petersburg,27.8053256,-82.7260737
18001371,27511,West Florida Simulation Center,est,-5:00:00,Eastern Time Zone,None,No EMR,1,"560 South Lakewood Dr, Suite 210",Brandon,FL,33511,HCA,H-WFL,West Florida,*None, Brandon,"560 South Lakewood Dr, Suite 210 Brandon",27.9287106,-82.3133927
18000715,26537,HCA Florida South Tampa Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,2901 Swann Ave,Tampa,FL,33609,HCA,H-WFL,West Florida,FLQ, Tampa,2901 Swann Ave Tampa,27.9383783,-82.4886888
18000626,30936,HCA Florida Largo Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,201 14th St SW,Largo,FL,33770,HCA,H-WFL,West Florida,FLG, Largo,201 14th St SW Largo,27.9144566,-82.8038059
18000763,30941,HCA Florida Trinity Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,5637 Marine Parkway,New Port Richey,FL,34656,HCA,H-WFL,West Florida,FLG, New Port Richey,5637 Marine Parkway New Port Richey,28.2351527,-82.7202566
18000815,30997,HCA Florida Oak Hill Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,11375 Cortez Blvd,Brooksville,FL,34613,HCA,H-WFL,West Florida,FLG, Brooksville,11375 Cortez Blvd Brooksville,28.5369651,-82.53418
18000801,30950,HCA Florida Northside Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,"6000 49th Street, North",St. Petersburg,FL,33709,HCA,H-WFL,West Florida,FLG, St. Petersburg,"6000 49th Street, North St. Petersburg",27.8257979,-82.7023462
18000073,30917,HCA Florida Brandon Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,119 Oakfield Dr,Brandon,FL,33511,HCA,H-WFL,West Florida,FLG, Brandon,119 Oakfield Dr Brandon,27.9335683,-82.2865354
18000001,3206,Access Summit Imaging Center,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,12037 Cortez Blvd,Brooksville,FL,34613,HCA,H-WFL,West Florida,FLG, Brooksville,12037 Cortez Blvd Brooksville,28.5342448,-82.5283095
18000062,30949,HCA Florida Blake Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,2020 59th St West,Bradenton,FL,34209,HCA,H-WFL,West Florida,FLG, Bradenton,2020 59th St West Bradenton,27.4828573,-82.6238653
18000127,26670,HCA Florida Citrus Hospital,est,-5:00:00,Eastern Time Zone,Cerner,Cerner,1,502 W Highland Blvd,Inverness,FL,33763,HCA,H-WFL,West Florida,*None, Inverness,502 W Highland Blvd Inverness,28.8338994,-82.3358636
18000276,36958,West Florida Division Hub Sites,est,-5:00:00,Eastern Time Zone,Unknown,Need to Identify,1,3031 N. Rocky Point Drive West,Tampa,FL,33607,HCA,H-WFL,West Florida,*None, Tampa,3031 N. Rocky Point Drive West Tampa,27.9695213,-82.5682177
18000387,35952,HCA Florida Englewood Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,700 Medical Blvd,Englewood,FL,34223,HCA,H-WFL,West Florida,FLC, Englewood,700 Medical Blvd Englewood,26.9502551,-82.3267065
18000343,36930,HCA Florida Sarasota Doctors Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,5731 Bee Ridge Rd,Sarasota,FL,34233,HCA,H-WFL,West Florida,FLC, Sarasota,5731 Bee Ridge Rd Sarasota,27.302334,-82.4528777
18000415,35953,HCA Florida Fawcett Hospital,est,-5:00:00,Eastern Time Zone,MT56,Meditech 5.6,1,21298 Olean Blvd NW,Port Charlotte,FL,33949,HCA,H-WFL,West Florida,FLC, Port Charlotte,21298 Olean Blvd NW Port Charlotte,26.988797,-82.0980724
